D0 D9 0 1 140 109 93 -47
Space T 3 -1 78 94 374 296
T O 0 -4 94 125 140 46
O P 0 -1 125 125 78 -47
P O 0 1 125 109 2621 2496
O G -1 4 109 78 437 328
G R 1 1 78 141 187 109
R A -1 3 141 109 94 -47
A P 1 -9 109 94 109 0
P H -1 4 94 94 140 46
H Y 1 0 94 109 188 94
Y Space -3 2 109 78 873 764
Space G 2 -1 78 62 297 219
G R 1 1 62 172 171 109
R E 0 1 172 109 94 -78
E A -1 2 109 187 234 125
A T 1 -4 187 125 109 -78
T OemPeriod -2 -4 125 140 172 47
OemPeriod Space -1 5 140 78 140 0
Space RShiftKey 1 -7 78 203 265 187
RShiftKey I 2 3 203 94 125 -78
I T 0 3 94 94 140 46
T Space -3 1 94 94 94 0
Space W 3 2 94 109 172 78
W A -1 1 109 172 62 -47
A S 0 -1 172 63 140 -32
S Space -2 -2 63 78 0 -63
Space B 1 -1 78 172 234 156
B E 2 2 172 94 250 78
E E 0 0 94 109 390 296
E A -1 2 109 109 203 94
A U 1 -6 109 93 125 16
U T 0 2 93 78 124 31
T F -1 1 78 109 219 141
F I 1 -4 109 109 780 671
I F -1 4 109 94 374 265
F U 1 -3 94 109 125 31
U L -1 -2 109 110 218 109
L Space -2 5 110 78 125 15
Space Back 4 -9 78 109 1997 1919
Back Oemcomma -3 5 109 94 468 359
Oemcomma Space -1 4 94 94 109 15
Space H 2 -2 94 125 1170 1076
H I 1 -2 125 110 109 -16
I S -1 6 110 156 110 0
S T 1 -3 156 78 140 -16
T O 0 -4 78 93 94 16
O R 0 5 93 109 78 -15
R I 0 -4 109 109 140 31
I C -2 5 109 141 109 0
C A 1 2 141 109 94 -47
A L 0 -8 109 94 93 -16
L Oemcomma -1 1 94 109 406 312
Oemcomma Space -1 4 109 94 109 0
Space A 2 3 94 78 297 203
A R 1 -3 78 125 296 218
R T 0 -1 125 110 62 -63
T I 0 -3 110 94 94 -16
I S -1 6 94 93 125 31
S C -1 -1 93 156 171 78
C A 1 2 156 124 110 -46
A L 0 -8 124 46 156 32
L L 0 0 46 110 124 78
L Y 1 3 110 109 125 15
Y Space -3 2 109 94 749 640
Space S 2 2 94 109 250 156
S U 1 -5 109 109 140 31
U B -2 2 109 78 125 16
B T 2 0 78 93 203 125
T L -1 -4 93 125 140 47
L E 1 6 125 109 109 -16
E Space -3 -1 109 94 359 250
Space I 3 -4 94 109 187 93
I N -2 2 109 125 47 -62
N Space -1 2 125 93 47 -78
Space A 2 3 93 110 171 78
A Space -2 -3 110 94 78 -32
Space W 3 2 94 109 141 47
W A -1 1 109 109 78 -31
A Y 1 -5 109 125 249 140
Y Space -3 2 125 94 156 31
Space T 3 -1 94 125 141 47
T H -1 -1 125 78 93 -32
H A 0 5 78 156 219 141
A T 1 -4 156 109 78 -78
T Space -3 1 109 93 78 -31
Space S 2 2 93 125 156 63
S C -1 -1 125 109 78 -47
C I 2 -5 109 93 78 -31
I E 0 5 93 109 78 -15
E N -2 -3 109 94 109 0
N C 0 3 94 140 16 -78
C E 2 0 140 109 93 -47
E Space -3 -1 109 93 94 -15
Space C 1 1 93 125 109 16
C A 1 2 125 109 94 -31
A N -1 -5 109 94 93 -16
N Oem7 1 -5 94 109 297 203
Oem7 T 1 6 109 62 140 31
T Space -3 1 62 109 109 47
Space C 1 1 109 140 125 16
C A 1 2 140 109 94 -46
A P 1 -9 109 94 62 -47
P T 0 5 94 78 140 46
T U 0 -2 78 109 125 47
U R 0 3 109 172 125 16
R E 0 1 172 140 94 -78
E OemPeriod -2 -6 140 140 499 359
OemPeriod Space -1 5 140 110 93 -47
Space RShiftKey 1 -7 110 234 188 78
RShiftKey I 2 3 234 109 109 -125
I Space -3 4 109 94 93 -16
Space F 2 0 94 109 297 203
F O 1 -5 109 188 93 -16
O U 0 2 188 125 78 -110
U N -2 1 125 110 234 109
N D 1 3 110 93 110 0
D Space -2 -1 93 93 78 -15
Space I 3 -4 93 109 156 63
I T 0 3 109 78 93 -16
T Space -3 1 78 93 94 16
Space F 2 0 93 125 686 593
F A 0 3 125 203 250 125
A S 0 -1 203 172 171 -32
S C -1 -1 172 125 141 -31
C I 2 -5 125 94 109 -16
I N -2 2 94 94 156 62
N A 1 5 94 78 62 -32
A T 1 -4 78 109 125 47
T I 0 -3 109 109 78 -31
I N -2 2 109 109 63 -46
N G 1 1 109 78 109 0
G OemPeriod -1 -4 78 78 203 125
OemPeriod Space -1 5 78 78 109 31
Space Left 0 -7 78 141 7207 7129
Left T 3 6 141 78 437 296
T O 0 -4 78 62 94 16
O Back 1 -4 62 78 655 593
Back I -1 5 78 94 249 171
