D0 D9 0 1 156 125 93 -63
Oem7 T 1 6 94 62 141 47
T Space -3 1 62 110 93 31
Space L 2 -5 110 125 172 62
L E 1 6 125 156 125 0
E T 0 -2 156 94 93 -63
T Space -3 1 94 78 1155 1061
Space T 3 -1 78 124 203 125
T H -1 -1 124 109 62 -62
H E 1 3 109 78 218 109
E Space -3 -1 78 109 47 -31
Space N 1 -2 109 109 172 63
N O 2 -3 109 171 203 94
O I 0 1 171 109 78 -93
I S -1 6 109 125 109 0
S E 1 -1 125 125 62 -63
E Space -3 -1 125 93 172 47
Space O 3 -5 93 109 593 500
O F -1 5 109 78 124 15
F Space -2 0 78 62 94 16
Space O 3 -5 62 94 140 78
O T 0 4 94 109 63 -31
T H -1 -1 109 94 62 -47
H E 1 3 94 172 203 109
E R 0 -1 172 125 78 -94
R Oem7 -1 -7 125 93 203 78
Oem7 Space -2 7 93 109 686 593
Space O 3 -5 109 187 234 125
O P 0 -1 187 141 78 -109
P I 0 2 141 141 312 171
I N -2 2 141 93 94 -47
N I 2 -2 93 141 218 125
I O 0 -1 141 203 109 -32
O N -2 3 203 109 125 -78
N S 1 4 109 125 203 94
S Space -2 -2 125 93 250 125
Space D 2 1 93 93 343 250
D R 1 -1 93 93 359 266
R O 0 -5 93 125 171 78
O W 0 7 125 78 125 0
W N -2 -4 78 109 125 47
N Space -1 2 109 109 156 47
Space O 3 -5 109 202 515 406
O U 0 2 202 109 93 -109
U T 0 2 109 78 203 94
T Space -3 1 78 109 125 47
Space Y 3 -2 109 94 171 62
Y O 0 -3 94 172 125 31
O U 0 2 172 109 78 -94
U R 0 3 109 94 156 47
R Space -3 0 94 109 702 608
Space O 3 -5 109 93 297 188
O W 0 7 93 78 109 16
W N -2 -4 78 94 109 31
N Space -1 2 94 78 109 15
Space I 3 -4 78 109 94 16
I N -2 2 109 62 203 94
N N 0 0 62 94 124 62
N E 2 3 94 156 78 -16
E R 0 -1 156 110 78 -78
R Space -3 0 110 110 78 -32
Space V 1 0 110 93 141 31
V O 2 -5 93 140 109 16
O I 0 1 140 94 78 -62
I C -2 5 94 156 78 -16
C E 2 0 156 124 94 -62
E OemPeriod -2 -6 124 124 546 422
OemPeriod Space -1 5 124 124 78 -46
Space RShiftKey 1 -7 124 218 218 94
RShiftKey A 1 10 218 94 156 -62
A N -1 -5 94 94 156 62
N D 1 3 94 94 62 -32
D Space -2 -1 94 94 125 31
Space M 1 -3 94 125 172 78
M O 2 -2 125 94 62 -63
O S -1 7 94 109 63 -31
S T 1 -3 109 94 62 -47
T Space -3 1 94 94 62 -32
Space I 3 -4 94 109 141 47
I M -2 1 109 109 62 -47
M P 2 -3 109 109 203 94
P O 0 1 109 109 47 -62
O R 0 5 109 110 93 -16
R T 0 -1 110 109 63 -47
T A -1 4 109 125 171 62
A N -1 -5 125 110 78 -47
N T 2 1 110 78 110 0
T Oemcomma -2 -3 78 140 967 889
Oemcomma Space -1 4 140 93 125 -15
Space H 2 -2 93 94 202 109
H A 0 5 94 125 63 -31
A V -1 -3 125 156 249 124
V E 2 1 156 125 94 -62
E Space -3 -1 125 109 250 125
Space T 3 -1 109 93 390 281
T H -1 -1 93 109 62 -31
H E 1 3 109 94 187 78
E Space -3 -1 94 93 94 0
Space C 1 1 93 78 171 78
C O 2 -6 78 156 63 -15
O U 0 2 156 109 78 -78
U R 0 3 109 125 93 -16
R A -1 3 125 140 94 -31
A G 0 -4 140 172 156 16
G E 1 2 172 125 109 -63
E Space -3 -1 125 109 375 250
Space T 3 -1 109 63 124 15
T O 0 -4 63 94 94 31
O Space -3 5 94 78 94 0
Space F 2 0 78 93 156 78
F O 1 -5 93 93 78 -15
O L -1 0 93 62 187 94
L L 0 0 62 94 140 78
L O 1 0 94 109 172 78
O W 0 7 109 110 93 -16
W Space -3 -2 110 78 125 15
Space Y 3 -2 78 94 156 78
Y O 0 -3 94 156 78 -16
O U 0 2 156 94 78 -78
U R 0 3 94 62 125 31
R Space -3 0 62 78 94 32
Space H 2 -2 78 94 171 93
H E 1 3 94 140 47 -47
E A -1 2 140 141 62 -78
A R 1 -3 141 140 250 109
R T 0 -1 140 78 109 -31
T Space -3 1 78 109 484 406
Space A 2 3 109 109 156 47
A N -1 -5 109 78 93 -16
N D 1 3 78 78 78 0
D Space -2 -1 78 94 94 16
Space I 3 -4 94 171 203 109
I N -2 2 171 110 93 -78
N T 2 1 110 93 890 780
T U 0 -2 93 125 218 125
U I 0 -1 125 125 296 171
I T 0 3 125 109 172 47
T I 0 -3 109 156 140 31
I O 0 -1 156 218 110 -46
O N -2 3 218 125 124 -94
N OemPeriod 0 -3 125 109 1077 952
OemPeriod Space -1 5 109 110 93 -16
Space RShiftKey 1 -7 110 218 172 62
RShiftKey T 2 6 218 156 125 -93
T H -1 -1 156 93 125 -31
H E 1 3 93 171 234 141
E Y 0 -3 171 125 140 -31
Y Space -3 2 125 109 156 31
Space S 2 2 109 93 640 531
S O 1 -7 93 156 826 733
O M -2 2 156 156 78 -78
M E 2 4 156 78 219 63
E H -1 -3 78 109 265 187
H O 1 -3 109 109 203 94
O W 0 7 109 93 156 47
W Space -3 -2 93 93 827 734
Space A 2 3 93 93 109 16
A L 0 -8 93 94 93 0
L R 1 5 94 156 94 0
R E 0 1 156 94 109 -47
E A -1 2 94 140 172 78
A D 0 -2 140 109 78 -62
D Y 1 -3 109 94 62 -47
Y Space -3 2 94 109 156 62
Space K 2 -4 109 140 172 63
K N -1 2 140 125 78 -62
N O 2 -3 125 140 203 78
O W 0 7 140 109 187 47
W Space -3 -2 109 109 109 0
Space W 3 2 109 94 218 109
W H -1 -4 94 110 156 62
H A 0 5 110 172 94 -16
A T 1 -4 172 93 125 -47
T Space -3 1 93 78 125 32
Space Y 3 -2 78 110 1060 982
Y O 0 -3 110 141 125 15
O U 0 2 141 94 78 -63
U Space -3 3 94 78 94 0
Space T 3 -1 78 140 312 234
T R 0 1 140 125 78 -62
R U 0 -3 125 94 109 -16
U L -1 -2 94 109 203 109
L Y 1 3 109 62 125 16
Y Space -3 2 62 93 78 16
Space W 3 2 93 141 202 109
W A -1 1 141 109 94 -47
A N -1 -5 109 93 94 -15
N T 2 1 93 78 140 47
T Space -3 1 78 94 62 -16
Space T 3 -1 94 78 125 31
T O 0 -4 78 78 94 16
O Space -3 5 78 94 93 15
Space B 1 -1 94 78 172 78
B E 2 2 78 78 172 94
E C -2 0 78 93 156 78
C O 2 -6 93 141 124 31
O M -2 2 141 141 78 -63
M E 2 4 141 78 219 78
E OemPeriod -2 -6 78 110 639 561
OemPeriod Space -1 5 110 94 94 -16
Space RShiftKey 1 -7 94 187 125 31
RShiftKey E 2 8 187 141 93 -94
E V -2 -1 141 94 125 -16
V E 2 1 94 124 141 47
E R 0 -1 124 93 78 -46
R Y 0 -2 93 94 202 109
Y T 0 1 94 141 203 109
T H -1 -1 141 109 78 -63
H I 1 -2 109 140 94 -15
I N -2 2 140 125 62 -78
N G 1 1 125 94 78 -47
G Space -2 1 94 109 125 31
Space E 3 1 109 109 125 16
E L -1 -6 109 109 109 0
L S 0 7 109 141 140 31
S E 1 -1 141 125 78 -63
E Space -3 -1 125 94 47 -78
Space I 3 -4 94 94 156 62
I S -1 6 94 78 31 -63
S Space -2 -2 78 94 125 47
Space S 2 2 94 124 63 -31
S E 1 -1 124 78 78 -46
E C -2 0 78 94 171 93
C O 2 -6 94 141 109 15
O N -2 3 141 125 63 -78
N D 1 3 125 140 78 -47
D A 0 2 140 110 93 -47
A R 1 -3 110 156 250 140
R Y 0 -2 156 140 94 -62
Y OemPeriod -2 -3 140 109 951 811
OemPeriod Return 1 -3 109 94 858 749
Return Return 0 0 94 94 187 93
Return Return 0 0 94 93 219 125
Return RShiftKey -1 1 93 218 234 141
RShiftKey S 1 9 218 156 140 -78
S T 1 -3 156 109 125 -31
T A -1 4 109 110 140 31
A Y 1 -5 110 62 141 31
Y Space -3 2 62 94 140 78
Space RShiftKey 1 -7 94 172 780 686
RShiftKey H 1 5 172 62 172 0
H U 1 -1 62 156 234 172
U N -2 1 156 110 93 -63
N G 1 1 110 125 125 15
G R 1 1 125 172 125 0
R Y 0 -2 172 94 109 -63
Y OemPeriod -2 -3 94 109 983 889
OemPeriod Space -1 5 109 110 140 31
Space RShiftKey 1 -7 110 234 156 46
RShiftKey S 1 9 234 171 141 -93
S T 1 -3 171 156 125 -46
T A -1 4 156 172 140 -16
A Y 1 -5 172 62 156 -16
Y Space -3 2 62 109 94 32
Space F 2 0 109 93 156 47
F O 1 -5 93 78 109 16
O O 0 0 78 94 405 327
O L -1 0 94 78 188 94
L O 1 0 78 94 171 93
O I 0 1 94 109 203 109
I S -1 6 109 78 203 94
S H 0 -4 78 125 171 93
H OemPeriod -1 -3 125 109 718 593
OemPeriod Space -1 5 109 93 94 -15
Space RShiftKey 1 -7 93 249 156 63
RShiftKey T 2 6 249 125 171 -78
T H -1 -1 125 94 109 -16
H A 0 5 94 109 203 109
A N -1 -5 109 172 125 16
N K 1 -2 172 141 109 -63
K Space -2 4 141 110 577 436
Space Y 3 -2 110 93 110 0
Y O 0 -3 93 140 156 63
O U 0 2 140 125 46 -94
U Space -3 3 125 109 63 -62
Space A 2 3 109 78 203 94
A L 0 -8 78 62 140 62
L L 0 0 62 94 140 78
L Space -2 5 94 94 78 -16
Space V 1 0 94 109 172 78
V E 2 1 109 156 125 16
E R 0 -1 156 94 93 -63
R Y 0 -2 94 94 172 78
Y Space -3 2 94 109 47 -47
Space M 1 -3 109 140 234 125
M N 0 1 140 125 15 -125
N U 2 -1 125 140 63 -62
U C -2 4 140 94 109 -31
C H 1 -3 94 110 140 46
H Back 2 -7 110 78 578 468
Back Back 0 0 78 78 156 78
Back Back 0 0 78 78 140 62
Back Back 0 0 78 110 140 62
Back C -3 10 110 78 546 436
C Back 3 -10 78 109 344 266
Back U -1 6 109 109 249 140
U C -2 4 109 78 125 16
C H 1 -3 78 93 94 16
H OemPeriod -1 -3 93 62 234 141
