D9 D2 0 7 140 156 125 -15
Space Space 0 0 47 47 156 109
Space LShiftKey 1 4 47 375 140 93
LShiftKey Back 3 -13 375 141 312 -63
Back LShiftKey -3 13 141 343 266 125
LShiftKey S 1 -2 343 156 156 -187
S O 1 -7 156 141 374 218
O R 0 5 141 109 250 109
R R 0 0 109 109 234 125
R Y 0 -2 109 124 203 94
Y Space -3 2 124 140 156 32
Space T 3 -1 140 141 124 -16
T O 0 -4 141 125 125 -16
O Space -3 5 125 110 109 -16
Space B 1 -1 110 110 156 46
B E 2 2 110 156 94 -16
E Space -3 -1 156 140 78 -78
Space D 2 1 140 140 593 453
D R 1 -1 140 140 234 94
R A -1 3 140 94 140 0
A M -1 -6 94 109 515 421
M A 1 6 109 140 125 16
A T 1 -4 140 140 593 453
T I 0 -3 140 141 249 109
I C -2 5 141 156 94 -47
C Oemcomma 0 -5 156 124 1061 905
Oemcomma Space -1 4 124 125 296 172
Space B 1 -1 125 110 140 15
B U 2 -2 110 94 250 140
U T 0 2 94 171 125 31
T Space -3 1 171 125 140 -31
Space I 3 -4 125 141 156 31
I T 0 3 141 156 203 62
T Space -3 1 156 125 109 -47
Space I 3 -4 125 125 499 374
I S -1 6 125 109 110 -15
S Space -2 -2 109 140 62 -47
Space Q 3 3 140 156 312 172
Q U 0 -6 156 93 172 16
U I 0 -1 93 109 218 125
I T 0 3 109 171 47 -62
T E 0 2 171 63 140 -31
E Space -3 -1 63 140 47 -16
Space T 3 -1 140 93 718 578
T R 0 1 93 140 187 94
R U 0 -3 140 109 109 -31
U E 0 4 109 93 125 16
E OemPeriod -2 -6 93 109 905 812
OemPeriod Return 1 -3 109 125 483 374
Return LShiftKey -1 12 125 546 811 686
LShiftKey Y 2 -6 546 124 422 -124
Y O 0 -3 124 125 218 94
O U 0 2 125 78 234 109
U R 0 3 78 125 125 47
R Space -3 0 125 125 93 -32
Space T 3 -1 125 125 390 265
T I 0 -3 125 110 156 31
I M -2 1 110 141 203 93
M E 2 4 141 156 78 -63
E Space -3 -1 156 141 78 -78
Space I 3 -4 141 109 125 -16
I S -1 6 109 124 94 -15
S Space -2 -2 124 140 78 -46
Space L 2 -5 140 110 124 -16
L I 1 1 110 93 188 78
I M -2 1 93 94 218 125
M I 2 -1 94 93 203 109
I T 0 3 93 125 31 -62
T E 0 2 125 172 78 -47
E D -1 0 172 94 187 15
D Space -2 -1 94 125 94 0
Space Back 4 -9 125 140 1045 920
Back Oemcomma -3 5 140 125 671 531
Oemcomma Space -1 4 125 141 93 -32
Space S 2 2 141 156 125 -16
S O 1 -7 156 125 156 0
O Space -3 5 125 125 78 -47
Space D 2 1 125 156 78 -47
D O 1 -6 156 93 94 -62
O N -2 3 93 94 187 94
N Oem7 1 -5 94 125 437 343
Oem7 T 1 6 125 141 93 -32
T Space -3 1 141 125 78 -63
Space W 3 2 125 109 172 47
W A -1 1 109 156 78 -31
A S 0 -1 156 124 328 172
S T 1 -3 124 140 187 63
T E 0 2 140 172 109 -31
E R 0 -1 172 78 140 -32
R Space -3 0 78 140 63 -15
Space Back 4 -9 140 93 515 375
Back Back 0 0 93 109 171 78
Back Space -4 9 109 156 78 -31
Space I 3 -4 156 109 390 234
I T 0 3 109 109 94 -15
T Space -3 1 109 125 93 -16
Space L 2 -5 125 140 172 47
L O 1 0 140 125 234 94
O I 0 1 125 63 31 -94
I V -2 4 63 94 109 46
V Back 3 -9 94 109 609 515
Back Back 0 0 109 125 187 78
Back Back 0 0 125 124 796 671
Back I -1 5 124 125 218 94
I V -2 4 125 94 140 15
V I 2 -4 94 94 125 31
I N -2 2 94 109 203 109
N Space -1 2 109 109 156 47
Space Back 4 -9 109 109 359 250
Back G -2 8 109 140 109 0
G Space -2 1 140 125 78 -62
Space S 2 2 125 124 250 125
S O 1 -7 124 93 78 -46
O M -2 2 93 94 218 125
M E 2 4 94 141 62 -32
E O 0 -6 141 94 156 15
O N -2 3 94 125 219 125
N E 2 3 125 140 967 842
E Space -3 -1 140 110 218 78
Space E 3 1 110 125 203 93
E L -1 -6 125 109 156 31
L S 0 7 109 141 156 47
S E 1 -1 141 94 125 -16
E Oem7 -1 -8 94 93 281 187
Oem7 S 0 9 93 125 109 16
S Space -2 -2 125 124 94 -31
Space L 2 -5 124 109 374 250
L I 1 1 109 109 234 125
I F -1 4 109 156 140 31
F E 1 1 156 78 110 -46
E OemPeriod -2 -6 78 125 1123 1045
OemPeriod Space -1 5 125 109 156 31
Space LShiftKey 1 4 109 265 187 78
LShiftKey D 1 -3 265 109 125 -140
D O 1 -6 109 78 125 16
O N -2 3 78 94 218 140
N Back 3 -7 94 140 905 811
Back Back 0 0 140 93 203 63
Back O -1 4 93 93 546 453
O N -2 3 93 78 234 141
N Space -1 2 78 31 15 -63
Space Back 4 -9 31 93 874 843
Back Oem7 -2 2 93 93 390 297
Oem7 T 1 6 93 125 109 16
T Space -3 1 125 93 94 -31
Space B 1 -1 93 93 187 94
B E 2 2 93 156 62 -31
E Space -3 -1 156 156 78 -78
Space T 3 -1 156 109 172 16
T R 0 1 109 109 203 94
R A -1 3 109 156 78 -31
A P 1 -9 156 94 140 -16
P P 0 0 94 109 172 78
P E 0 7 109 110 124 15
E D -1 0 110 140 172 62
D Space -2 -1 140 125 125 -15
Space B 1 -1 125 140 811 686
B Y 2 -1 140 94 234 94
Y Space -3 2 94 156 203 109
Space D 2 1 156 124 203 47
D O 1 -6 124 109 140 16
O G -1 4 109 109 125 16
G M -1 -2 109 109 218 109
M A 1 6 109 141 109 0
A Space -2 -3 141 125 2574 2433
Space OemMinus 4 -7 125 125 78 -47
OemMinus Space -4 7 125 125 172 47
Space W 3 2 125 125 546 421
W H -1 -4 125 94 312 187
H I 1 -2 94 141 218 124
I C -2 5 141 187 125 -16
C H 1 -3 187 125 172 -15
H Space -2 2 125 140 234 109
Space I 3 -4 140 125 187 47
I S -1 6 125 141 109 -16
S Space -2 -2 141 140 94 -47
Space L 2 -5 140 125 312 172
L I 1 1 125 93 390 265
I V -2 4 93 125 327 234
V I 2 -4 125 110 156 31
I N -2 2 110 94 234 124
N G 1 1 94 109 63 -31
G Space -2 1 109 125 93 -16
Space W 3 2 125 140 531 406
W I 0 -6 140 109 234 94
I T 0 3 109 124 203 94
T H -1 -1 124 140 140 16
H Space -2 2 140 140 125 -15
Space T 3 -1 140 140 125 -15
T H -1 -1 140 109 93 -47
H E 1 3 109 156 94 -15
E Space -3 -1 156 140 109 -47
Space R 3 0 140 125 187 47
R E 0 1 125 141 31 -94
E S -1 1 141 125 593 452
S U 1 -5 125 109 219 94
U L -1 -2 109 109 234 125
L T 1 4 109 156 93 -16
T S -1 3 156 141 78 -78
S Space -2 -2 141 124 63 -78
Space O 3 -5 124 125 327 203
O F -1 5 125 124 141 16
F Space -2 0 124 140 78 -46
Space O 3 -5 140 109 156 16
O T 0 4 109 109 140 31
T H -1 -1 109 141 218 109
H E 1 3 141 140 110 -31
E R 0 -1 140 140 62 -78
R Space -3 0 140 125 109 -31
Space P 3 -6 125 109 281 156
P E 0 7 109 109 125 16
E O 0 -6 109 109 140 31
O P 0 -1 109 78 936 827
P L -1 1 78 93 250 172
L E 1 6 93 124 515 422
E Oem7 -1 -8 124 109 374 250
Oem7 S 0 9 109 125 125 16
S Space -2 -2 125 156 62 -63
Space T 3 -1 156 125 796 640
T H -1 -1 125 94 171 46
H I 1 -2 94 125 203 109
I N -2 2 125 141 234 109
N K 1 -2 141 109 172 31
K I 1 0 109 94 187 78
I N -2 2 94 78 203 109
N G 1 1 78 109 47 -31
G OemPeriod -1 -4 109 93 889 780
OemPeriod Space -1 5 93 125 733 640
Space LShiftKey 1 4 125 343 203 78
LShiftKey D 1 -3 343 140 187 -156
D O 1 -6 140 125 187 47
O N -2 3 125 78 250 125
N Oem1 1 -4 78 110 1029 951
Oem1 T 1 5 110 94 172 62
T Back 1 -8 94 94 624 530
Back Back 0 0 94 94 187 93
Back Oem7 -2 2 94 94 234 140
Oem7 T 1 6 94 78 109 15
T Space -3 1 78 109 94 16
Space L 2 -5 109 110 764 655
L E 1 6 110 141 125 15
E T 0 -2 141 125 156 15
T Space -3 1 125 109 125 0
Space T 3 -1 109 171 437 328
T H -1 -1 171 125 327 156
H E 1 3 125 156 110 -15
E Space -3 -1 156 109 93 -63
Space N 1 -2 109 31 297 188
N O 2 -3 31 94 920 889
O I 0 1 94 156 172 78
I S -1 6 156 109 109 -47
S E 1 -1 109 125 93 -16
E Space -3 -1 125 141 125 0
Space O 3 -5 141 109 156 15
O F -1 5 109 124 63 -46
F Space -2 0 124 109 109 -15
Space O 3 -5 109 156 312 203
O T 0 4 156 125 187 31
T H -1 -1 125 93 172 47
H E 1 3 93 188 202 109
E R 0 -1 188 109 94 -94
R S -1 2 109 94 842 733
S Oem7 0 -9 94 110 390 296
Oem7 Space -2 7 110 156 312 202
Space O 3 -5 156 109 952 796
O P 0 -1 109 125 499 390
P I 0 2 125 125 250 125
I N -2 2 125 78 281 156
N I 2 -2 78 109 405 327
I O 0 -1 109 109 250 141
O N -2 3 109 109 296 187
N S 1 4 109 156 94 -15
S Space -2 -2 156 124 125 -31
Space D 2 1 124 109 967 843
D R 1 -1 109 125 468 359
R O 0 -5 125 125 140 15
O W 0 7 125 109 141 16
W N -2 -4 109 124 156 47
N Space -1 2 124 125 171 47
Space O 3 -5 125 124 141 16
O U 0 2 124 141 249 125
U T 0 2 141 94 156 15
T Space -3 1 94 140 47 -47
Space Y 3 -2 140 109 874 734
Y O 0 -3 109 78 93 -16
O U 0 2 78 125 702 624
U R 0 3 125 125 109 -16
R Space -3 0 125 124 110 -15
Space O 3 -5 124 140 156 32
O W 0 7 140 140 109 -31
W N -2 -4 140 125 187 47
N Space -1 2 125 140 125 0
Space I 3 -4 140 109 374 234
I N -2 2 109 78 250 141
N N 0 0 78 125 156 78
N E 2 3 125 188 93 -32
E R 0 -1 188 140 63 -125
R Space -3 0 140 125 62 -78
Space V 1 0 125 125 250 125
V O 2 -5 125 78 109 -16
O I 0 1 78 109 187 109
I C -2 5 109 156 546 437
C E 2 0 156 156 78 -78
E OemPeriod -2 -6 156 124 2091 1935
OemPeriod Space -1 5 124 109 234 110
Space LShiftKey 1 4 109 421 296 187
LShiftKey A 1 -1 421 172 218 -203
A N -1 -5 172 109 344 172
N D 1 3 109 140 140 31
D Space -2 -1 140 125 140 0
Space Oemcomma 1 -4 125 93 1046 921
Oemcomma O 2 -1 93 124 234 141
O S -1 7 124 93 109 -15
S T 1 -3 93 109 218 125
T Back 1 -8 109 141 265 156
Back Back 0 0 141 109 203 62
Back Back 0 0 109 94 203 94
Back Back 0 0 94 141 187 93
Back M -3 6 141 94 1357 1216
M O 2 -2 94 141 546 452
O S -1 7 141 110 78 -63
S T 1 -3 110 141 125 15
T Space -3 1 141 125 109 -32
Space I 3 -4 125 109 141 16
I M -2 1 109 93 234 125
M P 2 -3 93 125 249 156
P O 0 1 125 124 266 141
O R 0 5 124 109 234 110
R T 0 -1 109 141 202 93
T A -1 4 141 172 156 15
A N -1 -5 172 124 188 16
N T 2 1 124 109 140 16
T OemPeriod -2 -4 109 109 1763 1654
OemPeriod Space -1 5 109 156 93 -16
Space H 2 -2 156 124 266 110
H A 0 5 124 140 78 -46
A V -1 -3 140 124 156 16
V E 2 1 124 156 93 -31
E Space -3 -1 156 109 94 -62
Space T 3 -1 109 156 125 16
T H -1 -1 156 109 93 -63
H E 1 3 109 156 94 -15
E Space -3 -1 156 109 109 -47
Space C 1 1 109 125 218 109
C O 2 -6 125 125 94 -31
O U 0 2 125 124 250 125
U R 0 3 124 141 93 -31
R A -1 3 141 141 109 -32
A G 0 -4 141 125 219 78
G E 1 2 125 94 93 -32
E Space -3 -1 94 140 250 156
Space T 3 -1 140 188 1934 1794
T O 0 -4 188 109 172 -16
O Space -3 5 109 140 94 -15
Space F 2 0 140 156 1138 998
F O 1 -5 156 125 125 -31
O L -1 0 125 94 234 109
L L 0 0 94 110 187 93
L O 1 0 110 125 234 124
O W 0 7 125 109 141 16
W Space -3 -2 109 140 187 78
Space Y 3 -2 140 141 811 671
Y O 0 -3 141 93 94 -47
O U 0 2 93 140 203 110
U R 0 3 140 140 109 -31
R Space -3 0 140 141 93 -47
Space H 2 -2 141 125 125 -16
H E 1 3 125 156 94 -31
E A -1 2 156 156 93 -63
A R 1 -3 156 93 141 -15
R T 0 -1 93 156 343 250
T Space -3 1 156 110 140 -16
Space A 2 3 110 187 203 93
A N -1 -5 187 109 172 -15
N D 1 3 109 141 62 -47
D Space -2 -1 141 141 78 -63
Space I 3 -4 141 109 1545 1404
I N -2 2 109 124 234 125
N T 2 1 124 125 140 16
T U 0 -2 125 94 140 15
U I 0 -1 94 125 453 359
I T 0 3 125 125 218 93
T I 0 -3 125 109 234 109
I O 0 -1 109 93 219 110
O N -2 3 93 93 234 141
N Space -1 2 93 125 93 0
Space Back 4 -9 125 140 1139 1014
Back OemPeriod -3 4 140 125 577 437
OemPeriod Space -1 5 125 140 94 -31
Space LShiftKey 1 4 140 219 171 31
LShiftKey T 2 -5 219 125 203 -16
T H -1 -1 125 140 203 78
H E 1 3 140 125 140 0
E Y 0 -3 125 110 156 31
Y Space -3 2 110 156 250 140
Space OemPeriod 1 -5 156 109 6911 6755
OemPeriod Back 3 -4 109 109 702 593
Back Oemcomma -3 5 109 109 858 749
Oemcomma S 1 6 109 156 6365 6256
S O 1 -7 156 93 234 78
O M -2 2 93 109 437 344
M E 2 4 109 140 109 0
E H -1 -3 140 93 156 16
H O 1 -3 93 125 234 141
O W 0 7 125 125 78 -47
W Space -3 -2 125 125 109 -16
Space Back 4 -9 125 171 359 234
Back Left -4 2 171 702 1029 858
Left Space 0 7 702 140 4899 4197
Space A 2 3 140 156 452 312
A L 0 -8 156 125 94 -62
L R 1 5 125 156 125 0
R E 0 1 156 156 93 -63
E A -1 2 156 171 94 -62
A D 0 -2 171 156 109 -62
D Y 1 -3 156 109 172 16
Y Space -3 2 109 125 93 -16
Space K 2 -4 125 94 156 31
K N -1 2 94 94 234 140
N O 2 -3 94 94 265 171
O W 0 7 94 141 234 140
W Space -3 -2 141 156 156 15
Space W 3 2 156 156 1560 1404
W H -1 -4 156 125 141 -15
H A 0 5 125 156 218 93
A T 1 -4 156 125 203 47
T Space -3 1 125 93 125 0
Space Y 3 -2 93 156 140 47
Y O 0 -3 156 125 94 -62
O U 0 2 125 140 234 109
U Space -3 3 140 110 561 421
Space T 3 -1 110 109 172 62
T R 0 1 109 125 187 78
R U 0 -3 125 63 655 530
U I 0 -1 63 94 0 -63
I Back 1 -5 94 125 593 499
Back L -2 4 125 94 265 140
L Y 1 3 94 78 312 218
Y Space -3 2 78 141 125 47
Space W 3 2 141 140 250 109
W A -1 1 140 156 109 -31
A N -1 -5 156 125 109 -47
N T 2 1 125 141 187 62
T Space -3 1 141 109 172 31
Space T 3 -1 109 78 203 94
T O 0 -4 78 78 109 31
O Space -3 5 78 172 140 62
Space B 1 -1 172 125 297 125
B E 2 2 125 109 187 62
E C -2 0 109 125 234 125
C O 2 -6 125 94 109 -16
O M -2 2 94 78 234 140
M E 2 4 78 140 141 63
E OemPeriod -2 -6 140 78 748 608
OemPeriod Space -1 5 78 124 734 656
Space LShiftKey 1 4 124 94 46 -78
LShiftKey LShiftKey 0 0 94 94 203 109
LShiftKey LShiftKey 0 0 94 250 343 249
LShiftKey E 2 -3 250 172 172 -78
E V -2 -1 172 141 296 124
V E 2 1 141 156 188 47
E R 0 -1 156 141 93 -63
R Y 0 -2 141 156 640 499
Y T 0 1 156 140 125 -31
T H -1 -1 140 110 124 -16
H I 1 -2 110 109 203 93
I N -2 2 109 124 219 110
N G 1 1 124 109 78 -46
G Space -2 1 109 125 62 -47
Space E 3 1 125 141 140 15
E L -1 -6 141 141 125 -16
L S 0 7 141 140 125 -16
S E 1 -1 140 125 78 -62
E Space -3 -1 125 140 78 -47
Space I 3 -4 140 141 140 0
I S -1 6 141 171 110 -31
S Space -2 -2 171 125 109 -62
Space S 2 2 125 109 608 483
S E 1 -1 109 124 63 -46
E C -2 0 124 94 249 125
C O 2 -6 94 109 63 -31
O N -2 3 109 109 296 187
N D 1 3 109 109 125 16
D A 0 2 109 156 78 -31
A R 1 -3 156 109 764 608
R Y 0 -2 109 93 94 -15
Y OemPeriod -2 -3 93 109 1716 1623
OemPeriod Return 1 -3 109 78 281 172
Return LShiftKey -1 12 78 234 686 608
LShiftKey S 1 -2 234 156 140 -94
S T 1 -3 156 125 219 63
T A -1 4 125 140 109 -16
A Y 1 -5 140 109 187 47
Y Space -3 2 109 140 141 32
Space LShiftKey 1 4 140 296 1466 1326
LShiftKey H 1 -6 296 109 156 -140
H U 1 -1 109 94 234 125
U N -2 1 94 125 203 109
N G 1 1 125 109 125 0
G R 1 1 109 140 218 109
R Y 0 -2 140 125 78 -62
Y Oemcomma -2 -2 125 94 1279 1154
Oemcomma Back 3 -5 94 78 406 312
Back OemPeriod -3 4 78 110 249 171
OemPeriod Space -1 5 110 125 468 358
Space LShiftKey 1 4 125 265 297 172
LShiftKey S 1 -2 265 141 171 -94
S T 1 -3 141 125 312 171
T A -1 4 125 125 94 -31
A Y 1 -5 125 109 187 62
Y Space -3 2 109 140 125 16
Space LShiftKey 1 4 140 686 156 16
LShiftKey F 1 -4 686 109 562 -124
F O 1 -5 109 110 202 93
O O 0 0 110 109 188 78
O L -1 0 109 109 249 140
L I 1 1 109 94 265 156
I S -1 6 94 110 858 764
S H 0 -4 110 125 125 15
H OemPeriod -1 -3 125 78 1030 905
OemPeriod Space -1 5 78 141 140 62
Space LShiftKey 1 4 141 250 187 46
LShiftKey T 2 -5 250 171 141 -109
T H -1 -1 171 109 156 -15
H A 0 5 109 140 109 0
A N -1 -5 140 31 156 16
N K 1 -2 31 125 499 468
K Space -2 4 125 125 203 78
Space Y 3 -2 125 171 125 0
Y O 0 -3 171 125 156 -15
O U 0 2 125 125 218 93
U Space -3 3 125 140 63 -62
Space A 2 3 140 156 140 0
A L 0 -8 156 110 140 -16
L L 0 0 110 125 156 46
L Space -2 5 125 140 94 -31
Space V 1 0 140 109 250 110
V E 2 1 109 203 124 15
E R 0 -1 203 94 156 -47
R Y 0 -2 94 110 702 608
Y Space -3 2 110 140 94 -16
Space M 1 -3 140 109 172 32
M U 2 0 109 109 218 109
U C -2 4 109 109 281 172
C H 1 -3 109 78 93 -16
H OemPeriod -1 -3 78 62 874 796
OemPeriod S 1 7 62 125 8237 8175
S S 0 0 125 109 203 78
S S 0 0 109 125 187 78
